Designation,Resource Allocation,Mental Fatigue Score,Work Hours per Week,Sleep Hours,Work-Life Balance Score,Manager Support Score,Deadline Pressure Score,Team Size,Recognition Frequency,Gender_Male,Company Type_Service,WFH Setup Available_Yes
1.0,2,2.2,44.0,6.8,4.0,5.0,2.0,12,3.0,1.0,1.0,1.0
3.0,6,7.5,50.0,5.5,2.0,2.0,5.0,16,1.0,0.0,0.0,1.0
3.0,4,6.2,36.0,7.3,3.0,4.0,1.0,6,5.0,1.0,1.0,0.0
3.0,6,6.0,55.0,5.5,1.0,3.0,5.0,19,0.0,0.0,1.0,1.0
2.0,2,4.3,38.0,6.8,3.0,3.0,3.0,7,4.0,0.0,1.0,1.0
3.0,7,6.5,51.0,5.3,1.0,3.0,5.0,19,0.0,0.0,0.0,0.0
3.0,7,7.1,59.0,4.8,2.0,3.0,4.0,14,1.0,0.0,0.0,0.0
3.0,4,5.4,54.0,5.9,2.0,3.0,5.0,12,0.0,0.0,1.0,1.0
2.0,4,6.2,58.0,5.1,2.0,3.0,5.0,3,0.0,0.0,0.0,0.0
2.0,4,5.0,36.0,7.0,5.0,5.0,2.0,19,5.0,0.0,0.0,1.0
3.0,4,5.7,56.0,4.5,1.0,2.0,4.0,18,0.0,1.0,1.0,0.0
3.0,7,6.0,52.0,4.5,2.0,1.0,5.0,11,1.0,1.0,0.0,0.0
3.0,6,7.0,59.0,5.2,1.0,1.0,5.0,14,1.0,1.0,0.0,1.0
1.0,4,6.2,50.0,5.5,2.0,1.0,5.0,12,1.0,0.0,0.0,1.0
3.0,6,7.071841069817596,56.0,6.2,2.0,2.0,5.0,6,1.0,0.0,0.0,1.0
2.0,5,8.2,56.0,5.6,2.0,1.0,4.0,18,1.0,1.0,1.0,0.0
1.0,3,3.6,41.0,6.1,4.0,4.0,3.0,6,2.0,1.0,1.0,1.0
2.0,5,6.9,48.0,5.4,2.0,1.0,4.0,7,0.0,1.0,1.0,1.0
2.0,4,6.0,55.0,5.6,1.0,2.0,4.0,12,1.0,1.0,1.0,0.0
3.0,6,8.5,52.0,5.6,1.0,2.0,4.0,6,1.0,1.0,1.0,0.0
2.0,4,6.7,50.0,5.9,1.0,1.0,5.0,3,1.0,0.0,1.0,0.0
2.0,6,8.2,57.0,5.9,2.0,3.0,5.0,3,1.0,0.0,0.0,1.0
3.0,6,7.7,55.0,5.2,1.0,3.0,5.0,12,1.0,1.0,1.0,1.0
2.0,6,5.9,52.0,6.0,2.0,1.0,4.0,16,0.0,1.0,0.0,0.0
3.0,5,5.0,36.0,7.7,4.0,3.0,3.0,4,5.0,1.0,1.0,1.0
1.0,1,2.5,37.0,6.5,5.0,3.0,1.0,14,2.0,1.0,0.0,1.0
1.0,4,6.7,52.0,5.1,2.0,2.0,5.0,19,1.0,0.0,1.0,0.0
4.0,10,9.353286045007271,57.0,5.8,1.0,2.0,4.0,4,1.0,0.0,0.0,0.0
2.0,4,5.4,41.0,6.7,5.0,3.0,2.0,9,3.0,1.0,1.0,0.0
2.0,5,7.0,54.0,5.5,1.0,3.0,4.0,17,1.0,0.0,1.0,0.0
1.0,3,2.7,36.0,7.1,5.0,4.0,3.0,7,4.0,0.0,1.0,1.0
2.0,5,4.6,40.0,7.0,5.0,5.0,3.0,6,2.0,0.0,1.0,1.0
1.0,3,5.1,43.0,7.5,5.0,4.0,3.0,18,5.0,1.0,1.0,0.0
3.0,5,5.8,56.0,6.1,1.0,2.0,5.0,5,1.0,0.0,0.0,0.0
2.0,4,6.6,56.0,5.7,1.0,3.0,5.0,18,1.0,0.0,1.0,1.0
4.0,8,7.9,56.0,5.7,1.0,1.0,4.0,6,1.0,0.0,1.0,0.0
1.0,1,4.8,44.0,6.9,4.0,5.0,3.0,18,5.0,0.0,0.0,0.0
2.0,5,6.4,56.0,4.8,1.0,2.0,5.0,8,0.0,1.0,1.0,1.0
1.0,2,5.3,41.0,7.2,4.0,5.0,2.0,12,2.0,0.0,1.0,0.0
1.0,1,4.9,42.0,6.6,3.0,5.0,1.0,4,3.0,0.0,1.0,0.0
3.0,7,8.7,50.0,4.1,1.0,3.0,5.0,14,0.0,0.0,0.0,0.0
4.0,8,9.0,49.0,5.0,2.0,3.0,5.0,19,0.0,0.0,1.0,1.0
2.0,4,5.1,51.0,5.8,2.0,1.0,5.0,17,0.0,0.0,1.0,1.0
1.0,3,5.8386195902987,58.0,5.1,1.0,3.0,5.0,5,0.0,0.0,0.0,0.0
1.0,4,5.3,43.0,6.2,3.0,5.0,1.0,5,3.0,0.0,1.0,1.0
2.0,6,7.0,55.0,5.5,1.0,3.0,4.0,16,0.0,0.0,1.0,0.0
1.0,2,4.9,42.0,6.3,4.0,4.0,1.0,10,4.0,0.0,0.0,1.0
3.0,6,6.0,54.0,5.2,1.0,3.0,4.0,6,1.0,1.0,1.0,1.0
3.0,5,4.7,37.0,7.2,3.0,3.0,3.0,13,5.0,0.0,1.0,1.0
2.0,4,6.9,56.0,5.4,2.0,2.0,5.0,5,1.0,0.0,0.0,1.0
3.0,6,7.115830298614782,55.0,5.9,1.0,2.0,4.0,18,0.0,1.0,1.0,1.0
4.0,7,6.5,59.0,6.2,1.0,1.0,4.0,12,0.0,0.0,0.0,1.0
3.0,5,6.1,56.0,4.7,2.0,2.0,5.0,14,0.0,0.0,1.0,0.0
3.0,7,10.0,58.0,5.3,1.0,3.0,5.0,18,0.0,1.0,1.0,1.0
3.0,5,5.5,49.0,4.9,1.0,1.0,4.0,8,0.0,0.0,0.0,1.0
3.0,7,8.0,57.0,5.8,1.0,3.0,4.0,6,0.0,1.0,1.0,0.0
2.0,5,6.7,57.0,6.1,1.0,1.0,5.0,5,1.0,0.0,1.0,1.0
1.0,2,5.1,39.0,6.0,4.0,3.0,1.0,7,4.0,1.0,1.0,1.0
3.0,6,6.0,56.0,5.0,1.0,2.0,4.0,3,0.0,1.0,0.0,0.0
2.0,3,5.0,43.0,6.9,5.0,3.0,2.0,18,2.0,0.0,1.0,0.0
3.0,6,7.6,51.0,5.9,2.0,2.0,5.0,10,0.0,0.0,1.0,0.0
1.0,4,5.7,58.0,5.6,2.0,3.0,5.0,8,0.0,1.0,1.0,0.0
3.0,5,5.7,48.0,5.0,2.0,1.0,5.0,5,1.0,1.0,1.0,1.0
3.0,5,6.767884299814292,55.0,5.1,1.0,2.0,5.0,7,0.0,1.0,1.0,1.0
3.0,6,5.0,41.0,7.5,5.0,4.0,3.0,11,5.0,1.0,0.0,1.0
3.0,6,5.1,51.0,5.4,2.0,3.0,5.0,14,0.0,0.0,1.0,1.0
2.0,4,7.7,59.0,6.0,1.0,3.0,5.0,17,0.0,0.0,1.0,0.0
1.0,2,4.7,42.0,7.5,5.0,5.0,1.0,18,5.0,0.0,1.0,1.0
2.0,4,5.7,51.0,5.4,2.0,2.0,5.0,17,1.0,1.0,0.0,0.0
2.0,3,4.7,36.0,6.6,4.0,3.0,2.0,5,5.0,0.0,0.0,1.0
1.0,4,4.2,44.0,7.2,5.0,4.0,1.0,19,3.0,0.0,1.0,1.0
3.0,6,6.8,56.0,4.7,1.0,3.0,5.0,17,0.0,0.0,1.0,0.0
1.0,2,4.7,44.0,7.2,5.0,5.0,1.0,14,4.0,0.0,1.0,1.0
4.0,7,6.9,49.0,5.5,1.0,1.0,5.0,10,1.0,1.0,1.0,0.0
3.0,7,6.4,57.0,5.1,2.0,1.0,5.0,5,1.0,1.0,0.0,0.0
3.0,6,9.0,52.0,6.3,1.0,1.0,4.0,12,0.0,1.0,1.0,0.0
2.0,4,6.1,52.0,6.1,1.0,3.0,5.0,18,0.0,1.0,1.0,0.0
5.0,9,8.3,54.0,5.3,2.0,2.0,4.0,19,1.0,0.0,1.0,0.0
3.0,7,7.6,48.0,5.4,1.0,2.0,5.0,7,0.0,0.0,1.0,0.0
2.0,4,4.0,41.0,7.4,5.0,3.0,1.0,11,2.0,0.0,0.0,0.0
1.0,4,4.5,42.0,8.2,3.0,4.0,3.0,13,2.0,1.0,0.0,1.0
3.0,5,6.2,48.0,4.8,2.0,1.0,4.0,12,0.0,0.0,0.0,1.0
1.0,2,3.8,44.0,6.8,5.0,5.0,2.0,16,2.0,0.0,0.0,1.0
3.0,5,5.3,54.0,4.8,2.0,3.0,4.0,18,0.0,0.0,1.0,1.0
3.0,7,8.2,51.0,4.5,2.0,1.0,5.0,15,1.0,0.0,0.0,1.0
2.0,4,5.0,59.0,5.1,2.0,2.0,5.0,4,0.0,1.0,1.0,0.0
3.0,6,8.4,51.0,5.4,1.0,1.0,4.0,9,1.0,0.0,0.0,0.0
1.0,4,5.2,49.0,5.2,2.0,3.0,5.0,8,1.0,0.0,1.0,0.0
3.0,5,5.5,42.0,7.3,5.0,3.0,3.0,10,4.0,0.0,1.0,1.0
3.0,6,5.4,50.0,4.4,2.0,3.0,4.0,12,1.0,1.0,1.0,0.0
2.0,3,4.0,41.0,6.6,4.0,4.0,3.0,14,2.0,1.0,1.0,1.0
2.0,3,3.5,43.0,7.1,3.0,3.0,3.0,12,4.0,0.0,1.0,0.0
2.0,3,3.3,35.0,7.3,4.0,4.0,1.0,16,5.0,0.0,1.0,1.0
2.0,3,3.8,40.0,6.7,4.0,4.0,3.0,5,3.0,0.0,1.0,1.0
3.0,6,5.4,53.0,5.7,1.0,3.0,5.0,5,0.0,1.0,1.0,0.0
3.0,5,6.751103297018744,55.0,5.1,1.0,1.0,5.0,12,1.0,1.0,0.0,0.0
2.0,3,5.9,58.0,5.5,2.0,3.0,5.0,10,1.0,1.0,0.0,1.0
1.0,3,5.0,41.0,6.6,3.0,4.0,3.0,15,3.0,1.0,1.0,1.0
2.0,4,6.2,57.0,5.8,2.0,1.0,5.0,4,1.0,0.0,1.0,1.0
1.0,3,4.6,35.0,7.0,3.0,4.0,1.0,6,3.0,0.0,1.0,1.0
3.0,6,6.8,53.0,6.2,2.0,3.0,4.0,4,0.0,1.0,1.0,1.0
2.0,3,6.0,57.0,4.7,1.0,3.0,4.0,13,0.0,0.0,0.0,0.0
3.0,5,5.4,51.0,6.3,1.0,1.0,4.0,4,1.0,1.0,1.0,1.0
1.0,3,4.6,43.0,7.0,3.0,3.0,1.0,3,3.0,1.0,1.0,0.0
2.0,4,6.5,54.0,4.7,2.0,2.0,5.0,11,1.0,1.0,0.0,1.0
4.0,7,7.7,51.0,4.6,1.0,2.0,4.0,17,1.0,1.0,1.0,0.0
1.0,3,5.5,38.0,6.0,5.0,4.0,1.0,16,5.0,1.0,1.0,0.0
4.0,8,10.0,54.0,4.5,2.0,3.0,5.0,17,1.0,0.0,1.0,0.0
1.0,2,3.3386491641061293,43.0,7.6,4.0,4.0,1.0,18,5.0,0.0,0.0,0.0
1.0,2,2.8,37.0,7.5,5.0,4.0,2.0,16,2.0,1.0,0.0,0.0
1.0,4,4.0,38.0,6.8,4.0,5.0,2.0,11,2.0,1.0,1.0,1.0
3.0,7,7.8,58.0,6.4,1.0,1.0,4.0,16,0.0,0.0,1.0,0.0
1.0,1,1.7,37.0,6.5,4.0,5.0,1.0,11,2.0,1.0,1.0,1.0
2.0,5,8.6,50.0,5.8,1.0,1.0,4.0,15,1.0,1.0,1.0,1.0
2.0,4,7.0,49.0,5.3,1.0,2.0,4.0,19,1.0,1.0,1.0,1.0
2.0,4,6.6,50.0,6.3,2.0,3.0,5.0,15,0.0,0.0,0.0,1.0
1.0,1,2.5,43.0,6.4,3.0,3.0,3.0,8,2.0,1.0,1.0,1.0
4.0,7,6.7,53.0,5.1,1.0,2.0,4.0,5,0.0,1.0,1.0,0.0
3.0,6,7.6,59.0,4.9,2.0,3.0,4.0,16,0.0,0.0,0.0,1.0
1.0,3,4.9,40.0,6.3,3.0,4.0,2.0,5,3.0,0.0,1.0,1.0
2.0,4,5.5,55.0,5.6,1.0,3.0,4.0,8,0.0,0.0,1.0,1.0
2.0,4,6.7,53.0,6.2,2.0,2.0,5.0,4,1.0,1.0,1.0,0.0
2.0,3,3.8,42.0,6.9,5.0,3.0,1.0,5,3.0,1.0,1.0,0.0
0.0,1,2.1,41.0,6.6,5.0,5.0,1.0,7,2.0,0.0,1.0,0.0
3.0,6,7.1,55.0,5.7,2.0,1.0,4.0,18,1.0,1.0,0.0,1.0
2.0,2,3.3,43.0,6.5,4.0,4.0,2.0,11,4.0,0.0,1.0,1.0
3.0,5,7.8,57.0,5.7,2.0,1.0,5.0,4,0.0,1.0,0.0,0.0
3.0,5,5.1,39.0,6.4,4.0,3.0,1.0,10,3.0,0.0,1.0,1.0
4.0,7,6.7,51.0,5.6,1.0,3.0,5.0,18,0.0,1.0,1.0,0.0
2.0,5,7.3,59.0,5.9,1.0,2.0,4.0,8,1.0,1.0,0.0,0.0
2.0,6,7.2,56.0,5.0,2.0,2.0,5.0,12,0.0,0.0,1.0,0.0
2.0,2,3.238541995374127,40.0,7.7,5.0,4.0,2.0,11,4.0,1.0,1.0,1.0
3.0,5,6.6,55.0,5.8,1.0,1.0,5.0,15,1.0,1.0,0.0,0.0
1.0,4,6.4,54.0,5.8,1.0,3.0,5.0,16,0.0,0.0,1.0,1.0
3.0,6,8.0,53.0,5.5,2.0,1.0,4.0,5,1.0,1.0,0.0,0.0
2.0,5,5.8,51.0,5.7,2.0,1.0,4.0,7,0.0,1.0,1.0,1.0
1.0,3,5.8,58.0,4.9,2.0,2.0,4.0,18,0.0,1.0,0.0,1.0
2.0,4,5.7,43.0,7.0,4.0,4.0,3.0,3,5.0,1.0,1.0,0.0
3.0,4,5.2,55.0,5.6,1.0,1.0,5.0,3,0.0,0.0,0.0,1.0
2.0,4,3.8,35.0,7.3,3.0,5.0,3.0,16,2.0,1.0,1.0,0.0
2.0,5,6.1,48.0,5.8,1.0,1.0,5.0,5,0.0,0.0,0.0,1.0
2.0,4,5.6,43.0,8.0,5.0,5.0,3.0,16,4.0,1.0,0.0,1.0
4.0,7,7.8104364865773555,58.0,5.5,1.0,3.0,5.0,9,0.0,0.0,0.0,0.0
2.0,4,6.2,36.0,7.1,3.0,5.0,1.0,6,2.0,0.0,1.0,1.0
2.0,3,6.6,56.0,5.0,2.0,3.0,5.0,15,0.0,1.0,0.0,0.0
2.0,4,6.2,57.0,6.2,1.0,2.0,5.0,16,0.0,1.0,0.0,0.0
4.0,7,8.4,57.0,5.3,2.0,2.0,5.0,18,0.0,0.0,1.0,1.0
2.0,5,4.9,58.0,5.3,1.0,3.0,5.0,17,0.0,1.0,1.0,1.0
3.0,6,6.7,53.0,5.0,2.0,1.0,4.0,6,1.0,1.0,1.0,0.0
3.0,6,6.3,48.0,5.3,2.0,2.0,5.0,5,0.0,0.0,0.0,0.0
2.0,4,5.9,38.0,7.1,5.0,3.0,2.0,14,3.0,1.0,0.0,1.0
2.0,2,2.8,35.0,6.8,4.0,3.0,2.0,8,3.0,1.0,1.0,1.0
3.0,7,5.9,59.0,4.6,1.0,2.0,5.0,5,1.0,0.0,0.0,0.0
4.0,7,7.3,58.0,6.0,2.0,1.0,5.0,12,1.0,0.0,0.0,1.0
1.0,3,5.9,57.0,6.0,2.0,1.0,5.0,19,1.0,1.0,0.0,0.0
2.0,4,3.9,44.0,7.0,5.0,3.0,1.0,6,5.0,0.0,0.0,1.0
0.0,2,2.5,40.0,8.0,3.0,5.0,1.0,8,4.0,0.0,1.0,0.0
2.0,4,7.1,54.0,5.7,2.0,1.0,5.0,14,0.0,0.0,1.0,0.0
2.0,3,5.9,39.0,6.9,4.0,4.0,1.0,12,5.0,0.0,1.0,0.0
1.0,3,5.3,37.0,7.2,4.0,3.0,2.0,18,5.0,0.0,1.0,1.0
2.0,4,6.3,49.0,5.0,1.0,1.0,5.0,6,0.0,0.0,1.0,1.0
2.0,5,5.5,43.0,6.9,4.0,4.0,2.0,6,2.0,1.0,1.0,1.0
1.0,2,4.7,43.0,6.9,5.0,3.0,3.0,9,5.0,1.0,1.0,1.0
0.0,1,2.4,42.0,7.0,5.0,4.0,2.0,10,2.0,0.0,1.0,1.0
2.0,4,6.1,52.0,5.6,1.0,2.0,4.0,6,0.0,1.0,0.0,1.0
2.0,4,4.5,40.0,7.0,5.0,4.0,2.0,13,5.0,1.0,1.0,0.0
1.0,2,5.9,42.0,7.4,4.0,3.0,2.0,4,3.0,0.0,1.0,1.0
0.0,1,3.242362350448925,43.0,6.9,3.0,4.0,1.0,16,2.0,0.0,1.0,1.0
3.0,6,7.9,55.0,6.4,1.0,2.0,5.0,6,1.0,1.0,0.0,0.0
4.0,7,7.1,56.0,5.4,2.0,3.0,4.0,12,1.0,1.0,1.0,1.0
1.0,3,2.0,36.0,6.4,4.0,3.0,3.0,18,2.0,0.0,0.0,0.0
1.0,4,6.7,50.0,5.6,2.0,3.0,5.0,12,0.0,0.0,0.0,1.0
5.0,9,9.5,48.0,5.8,1.0,3.0,4.0,11,0.0,0.0,1.0,1.0
2.0,4,6.4,58.0,5.3,1.0,3.0,4.0,4,0.0,1.0,0.0,1.0
1.0,3,4.8,36.0,6.8,4.0,4.0,3.0,13,3.0,1.0,1.0,1.0
3.0,6,6.3,56.0,5.7,1.0,1.0,4.0,4,0.0,0.0,0.0,1.0
2.0,4,5.1,56.0,5.2,1.0,3.0,4.0,15,1.0,1.0,1.0,0.0
3.0,6,7.3,49.0,6.2,1.0,3.0,5.0,19,1.0,1.0,1.0,0.0
2.0,5,5.8,53.0,5.1,1.0,2.0,5.0,3,1.0,0.0,1.0,1.0
2.0,3,6.6,54.0,5.4,2.0,3.0,5.0,15,1.0,0.0,1.0,1.0
2.0,3,5.3,51.0,5.9,2.0,2.0,5.0,5,1.0,0.0,0.0,1.0
3.0,6,7.004713441853344,51.0,5.9,2.0,3.0,5.0,5,0.0,1.0,1.0,0.0
3.0,7,6.9,56.0,5.0,2.0,2.0,4.0,18,1.0,1.0,0.0,0.0
2.0,3,5.5,52.0,5.0,2.0,2.0,4.0,18,1.0,1.0,0.0,1.0
1.0,4,5.2,44.0,6.6,4.0,4.0,3.0,16,5.0,1.0,1.0,1.0
2.0,2,4.7,39.0,7.0,5.0,4.0,2.0,8,5.0,0.0,1.0,1.0
4.0,7,6.8,56.0,6.1,1.0,3.0,5.0,12,0.0,0.0,1.0,1.0
3.0,7,6.6,57.0,5.7,2.0,3.0,5.0,7,1.0,1.0,1.0,0.0
3.0,5,6.8,48.0,5.2,2.0,2.0,4.0,6,0.0,0.0,0.0,0.0
0.0,1,3.3,36.0,7.1,5.0,3.0,1.0,8,4.0,0.0,0.0,1.0
4.0,9,8.955632894063577,57.0,5.9,1.0,2.0,5.0,14,0.0,1.0,1.0,0.0
2.0,2,2.0,38.0,7.3,3.0,3.0,2.0,12,3.0,0.0,1.0,1.0
0.0,1,2.8,40.0,6.2,4.0,5.0,1.0,16,4.0,0.0,1.0,0.0
0.0,2,3.3955973548763225,37.0,7.6,4.0,5.0,2.0,9,5.0,0.0,1.0,1.0
1.0,3,6.1,35.0,7.3,3.0,5.0,2.0,10,2.0,1.0,0.0,1.0
0.0,2,4.3,44.0,6.8,5.0,3.0,1.0,18,2.0,0.0,1.0,0.0
2.0,2,3.3,41.0,7.1,4.0,3.0,3.0,14,2.0,1.0,0.0,0.0
2.0,3,1.9,35.0,6.8,3.0,4.0,3.0,11,2.0,1.0,1.0,0.0
2.0,4,5.9,53.0,5.5,1.0,2.0,4.0,8,1.0,0.0,1.0,1.0
1.0,2,5.2,44.0,7.3,3.0,3.0,3.0,3,5.0,1.0,0.0,1.0
2.0,5,7.0,51.0,5.6,1.0,3.0,4.0,12,0.0,1.0,0.0,1.0
0.0,1,4.2,38.0,7.0,4.0,4.0,3.0,18,4.0,1.0,0.0,1.0
1.0,4,4.4,43.0,6.9,5.0,5.0,2.0,7,2.0,0.0,1.0,1.0
2.0,4,6.9,52.0,5.3,1.0,2.0,5.0,4,0.0,1.0,1.0,0.0
2.0,6,6.9,49.0,5.8,1.0,3.0,4.0,9,0.0,1.0,1.0,0.0
2.0,5,6.68940093065154,49.0,5.8,1.0,1.0,5.0,15,0.0,0.0,0.0,0.0
3.0,4,6.7,58.0,5.7,1.0,2.0,4.0,4,1.0,0.0,1.0,1.0
2.0,4,4.5,44.0,7.7,5.0,5.0,2.0,15,4.0,1.0,1.0,0.0
3.0,6,10.0,55.0,5.2,2.0,2.0,5.0,8,1.0,1.0,1.0,0.0
1.0,2,3.4,39.0,6.3,4.0,3.0,3.0,8,2.0,0.0,1.0,1.0
2.0,3,1.8,38.0,7.4,3.0,4.0,2.0,9,5.0,1.0,1.0,1.0
3.0,6,6.5,49.0,5.8,1.0,2.0,5.0,18,0.0,1.0,1.0,1.0
0.0,1,2.3,42.0,6.7,5.0,5.0,2.0,4,5.0,0.0,1.0,1.0
1.0,3,4.9,42.0,7.6,3.0,5.0,2.0,19,5.0,1.0,1.0,1.0
5.0,9,8.2,56.0,5.2,1.0,3.0,5.0,10,1.0,1.0,1.0,1.0
3.0,6,5.8,58.0,5.3,2.0,1.0,4.0,15,0.0,0.0,0.0,0.0
3.0,4,5.5,35.0,6.6,5.0,4.0,1.0,7,3.0,0.0,1.0,0.0
1.0,4,5.3,56.0,5.5,1.0,3.0,5.0,4,0.0,0.0,1.0,0.0
2.0,4,4.7,36.0,8.4,3.0,4.0,1.0,7,4.0,1.0,0.0,0.0
3.0,6,9.3,56.0,5.9,1.0,1.0,4.0,11,0.0,1.0,0.0,0.0
4.0,10,10.0,59.0,6.1,2.0,2.0,5.0,5,1.0,1.0,1.0,1.0
2.0,3,4.313957599592069,42.0,6.9,3.0,4.0,2.0,19,2.0,0.0,0.0,1.0
0.0,1,2.9587253464936336,36.0,7.2,5.0,4.0,2.0,13,2.0,0.0,0.0,1.0
1.0,3,6.0,56.0,5.9,2.0,1.0,5.0,14,1.0,1.0,1.0,0.0
2.0,3,5.0,50.0,5.3,2.0,3.0,4.0,16,1.0,1.0,0.0,1.0
3.0,7,7.9,53.0,6.2,2.0,1.0,4.0,7,1.0,1.0,1.0,1.0
5.0,8,9.8,50.0,5.6,1.0,2.0,5.0,4,0.0,1.0,1.0,1.0
2.0,6,7.7,51.0,5.2,1.0,2.0,4.0,10,0.0,1.0,1.0,0.0
3.0,7,6.8,53.0,5.7,2.0,3.0,4.0,13,1.0,1.0,1.0,1.0
4.0,6,7.8,49.0,5.6,2.0,3.0,5.0,14,0.0,1.0,1.0,0.0
3.0,6,7.2,49.0,6.3,2.0,1.0,4.0,8,0.0,0.0,0.0,0.0
4.0,7,7.6,56.0,5.1,1.0,2.0,4.0,15,1.0,1.0,1.0,0.0
3.0,6,5.2,36.0,6.1,4.0,3.0,3.0,16,5.0,0.0,1.0,1.0
2.0,5,8.7,53.0,6.1,2.0,3.0,5.0,16,0.0,1.0,1.0,0.0
1.0,1,4.6,38.0,7.0,5.0,3.0,1.0,18,5.0,1.0,0.0,1.0
3.0,7,7.8,48.0,6.2,2.0,1.0,5.0,12,0.0,1.0,1.0,0.0
1.0,2,4.2,41.0,6.8,5.0,3.0,2.0,14,3.0,0.0,1.0,0.0
4.0,7,8.0,57.0,5.5,1.0,2.0,4.0,3,1.0,1.0,1.0,0.0
0.0,1,3.2,44.0,6.5,3.0,5.0,2.0,17,5.0,0.0,1.0,0.0
1.0,4,7.5,49.0,5.5,2.0,2.0,4.0,9,0.0,0.0,1.0,1.0
4.0,8,8.369845859506878,55.0,5.0,2.0,1.0,5.0,4,0.0,0.0,1.0,1.0
1.0,3,5.7,36.0,7.8,3.0,4.0,1.0,6,3.0,0.0,1.0,0.0
1.0,2,3.7,39.0,7.3,5.0,3.0,1.0,17,3.0,1.0,1.0,1.0
1.0,4,4.4,41.0,7.5,3.0,5.0,3.0,16,3.0,1.0,1.0,1.0
1.0,4,5.0,42.0,7.0,5.0,5.0,1.0,19,4.0,1.0,0.0,0.0
2.0,4,4.9,43.0,5.3,4.0,5.0,1.0,11,5.0,0.0,1.0,1.0
2.0,4,6.1,42.0,6.9,4.0,5.0,2.0,16,2.0,0.0,1.0,0.0
5.0,9,8.735901677663286,58.0,4.5,2.0,2.0,4.0,13,1.0,1.0,1.0,0.0
3.0,7,6.9,53.0,5.8,1.0,2.0,5.0,13,0.0,0.0,0.0,0.0
1.0,2,3.5565869865083295,37.0,6.3,4.0,4.0,2.0,9,4.0,1.0,0.0,1.0
2.0,3,3.3,36.0,6.3,3.0,4.0,3.0,7,3.0,1.0,0.0,0.0
2.0,5,5.7,39.0,7.4,5.0,4.0,1.0,12,2.0,1.0,0.0,1.0
2.0,5,5.4,59.0,5.1,1.0,1.0,4.0,8,0.0,0.0,1.0,0.0
2.0,4,4.9,54.0,5.8,1.0,3.0,5.0,8,1.0,1.0,0.0,1.0
2.0,4,7.6,53.0,5.8,1.0,2.0,4.0,16,0.0,1.0,0.0,0.0
2.0,5,4.1,42.0,7.6,3.0,3.0,1.0,7,4.0,1.0,0.0,1.0
4.0,8,8.6,54.0,5.3,1.0,2.0,4.0,10,0.0,0.0,0.0,0.0
1.0,4,6.4,58.0,5.6,2.0,1.0,4.0,16,1.0,1.0,0.0,1.0
0.0,1,3.7,39.0,7.3,3.0,3.0,2.0,5,4.0,0.0,1.0,0.0
2.0,3,4.6,43.0,6.6,4.0,4.0,1.0,4,5.0,0.0,0.0,1.0
1.0,2,3.4242792989755166,39.0,7.0,3.0,4.0,1.0,12,5.0,0.0,1.0,0.0
2.0,4,5.2,50.0,5.1,2.0,3.0,5.0,19,0.0,0.0,1.0,0.0
3.0,5,5.0,59.0,5.7,2.0,1.0,4.0,5,1.0,0.0,1.0,1.0
1.0,2,3.2,38.0,7.3,3.0,4.0,2.0,16,5.0,0.0,1.0,0.0
2.0,5,8.3,59.0,5.5,1.0,3.0,5.0,11,1.0,0.0,1.0,0.0
2.0,5,7.4,53.0,5.2,1.0,2.0,4.0,16,1.0,1.0,1.0,0.0
0.0,1,2.6,40.0,6.8,3.0,4.0,3.0,4,2.0,0.0,1.0,0.0
1.0,2,3.5581566486153235,35.0,6.9,3.0,5.0,2.0,11,3.0,0.0,1.0,1.0
2.0,5,6.747022486863159,59.0,5.8,1.0,2.0,4.0,10,0.0,1.0,1.0,1.0
3.0,7,9.0,50.0,5.2,1.0,3.0,4.0,18,1.0,1.0,0.0,0.0
4.0,7,7.365735024120246,49.0,6.2,1.0,3.0,4.0,5,0.0,1.0,1.0,0.0
2.0,3,3.3,40.0,6.8,5.0,3.0,1.0,7,5.0,1.0,1.0,0.0
2.0,3,4.1,36.0,7.4,3.0,4.0,1.0,10,2.0,1.0,0.0,0.0
1.0,2,5.9,38.0,6.9,4.0,4.0,2.0,15,5.0,1.0,1.0,1.0
3.0,7,6.3,49.0,5.4,2.0,2.0,5.0,11,1.0,1.0,1.0,0.0
2.0,6,6.7,56.0,5.1,2.0,3.0,5.0,19,0.0,1.0,0.0,1.0
3.0,6,7.3,57.0,5.3,2.0,1.0,5.0,11,0.0,1.0,0.0,1.0
4.0,7,5.6,55.0,5.4,1.0,3.0,5.0,5,0.0,1.0,0.0,1.0
1.0,2,2.8,44.0,6.1,4.0,3.0,2.0,6,2.0,1.0,0.0,1.0
2.0,4,3.5,39.0,6.2,5.0,4.0,2.0,7,3.0,0.0,1.0,0.0
1.0,3,5.5,35.0,6.3,4.0,5.0,3.0,17,4.0,0.0,0.0,0.0
3.0,4,5.0,40.0,7.1,4.0,3.0,2.0,17,3.0,0.0,0.0,0.0
2.0,5,6.2,49.0,5.5,2.0,1.0,4.0,6,0.0,0.0,0.0,0.0
1.0,2,5.3,43.0,6.8,3.0,3.0,3.0,18,2.0,0.0,0.0,1.0
4.0,8,8.2,58.0,5.8,1.0,2.0,5.0,16,0.0,1.0,1.0,0.0
2.0,5,5.1,37.0,8.1,3.0,4.0,1.0,7,5.0,0.0,0.0,1.0
1.0,3,4.4,35.0,6.1,4.0,3.0,3.0,7,5.0,0.0,1.0,1.0
